USER_ID ITEM_ID RATING TIMESTAMP
354138 0 1 1422392400
135909 5 1 1422392400
786045 0 1 1422392400
590354 15 1 1422392400
590354 15 1 1425070800
786045 0 1 1425070800
135909 5 1 1425070800
354138 0 1 1425070800
590354 15 1 1427490000
786045 0 1 1427490000
135909 5 1 1427490000
354138 0 1 1427490000
590354 15 1 1430168400
786045 0 1 1430168400
135909 5 1 1430168400
354138 0 1 1430168400
354138 0 1 1432760400
135909 5 1 1432760400
786045 0 1 1432760400
590354 15 1 1432760400
354138 0 1 1435438800
135909 5 1 1435438800
786045 0 1 1435438800
590354 15 1 1435438800
590354 15 1 1438030800
786045 0 1 1438030800
135909 5 1 1438030800
354138 0 1 1438030800
786045 0 1 1440709200
590354 15 1 1440709200
135909 5 1 1440709200
354138 0 1 1440709200
590354 15 1 1443387600
135909 5 1 1443387600
354138 0 1 1443387600
786045 0 1 1443387600
354138 0 1 1445979600
135909 5 1 1445979600
786045 0 1 1445979600
590354 15 1 1445979600
354138 0 1 1448658000
786045 0 1 1448658000
590354 15 1 1448658000
135909 5 1 1448658000
354138 0 1 1451250000
135909 5 1 1451250000
786045 0 1 1451250000
590354 15 1 1451250000
135909 5 1 1453928400
786045 0 1 1453928400
590354 15 1 1453928400
354138 0 1 1453928400
354138 0 1 1456606800
590354 15 1 1456606800
135909 5 1 1456606800
786045 0 1 1456606800
135909 5 1 1459112400
354138 0 1 1459112400
786045 0 1 1459112400
590354 15 1 1459112400
590354 15 1 1461790800
786045 0 1 1461790800
135909 5 1 1461790800
354138 0 1 1461790800
590354 15 1 1464382800
786045 0 1 1464382800
135909 5 1 1464382800
354138 0 1 1464382800
1049548 0 1 1422392400
1030472 0 1 1422392400
1030472 21 1 1422392400
1033648 0 1 1422392400
935967 0 1 1422392400
967152 0 1 1422392400
972012 0 1 1422392400
1287033 0 1 1422392400
1275493 0 1 1422392400
1362386 0 1 1422392400
1146876 0 1 1422392400
1147886 0 1 1422392400
1153819 0 1 1422392400
1214595 10 1 1422392400
1206456 0 1 1422392400
655392 0 1 1422392400
655392 0 1 1425070800
1206456 0 1 1425070800
1214595 10 1 1425070800
1153819 0 1 1425070800
1146876 0 1 1425070800
1147886 0 1 1425070800
1362386 0 1 1425070800
1287033 0 1 1425070800
1275493 0 1 1425070800
972012 0 1 1425070800
967152 0 1 1425070800
935967 0 1 1425070800
1033648 0 1 1425070800
1030472 0 1 1425070800
1049548 0 1 1425070800
655392 0 1 1427490000
1214595 10 1 1427490000
1206456 0 1 1427490000
1147886 0 1 1427490000
1153819 0 1 1427490000
1362386 0 1 1427490000
1287033 0 1 1427490000
1275493 0 1 1427490000
967152 0 1 1427490000
972012 0 1 1427490000
935967 0 1 1427490000
1146876 0 1 1427490000
1049548 0 1 1427490000
1030472 0 1 1427490000
1033648 0 1 1427490000
655392 0 1 1430168400
1214595 9 1 1430168400
1214595 10 1 1430168400
1206456 0 1 1430168400
1146876 0 1 1430168400
1147886 0 1 1430168400
1153819 0 1 1430168400
1362386 0 1 1430168400
1287033 0 1 1430168400
1275493 0 1 1430168400
972012 0 1 1430168400
967152 0 1 1430168400
935967 0 1 1430168400
1033648 0 1 1430168400
1030472 0 1 1430168400
1049548 0 1 1430168400
1033648 0 1 1432760400
1030472 0 1 1432760400
1049548 0 1 1432760400
935967 0 1 1432760400
972012 0 1 1432760400
967152 0 1 1432760400
1275493 0 1 1432760400
1287033 0 1 1432760400
1362386 0 1 1432760400
1153819 0 1 1432760400
1146876 0 1 1432760400
1147886 0 1 1432760400
1206456 0 1 1432760400
1214595 9 1 1432760400
1214595 10 1 1432760400
655392 0 1 1432760400
1033648 0 1 1435438800
1030472 0 1 1435438800
1049548 0 1 1435438800
1146876 0 1 1435438800
935967 0 1 1435438800
972012 0 1 1435438800
967152 0 1 1435438800
1275493 0 1 1435438800
1287033 0 1 1435438800
1362386 0 1 1435438800
1153819 0 1 1435438800
1147886 0 1 1435438800
1214595 9 1 1435438800
1214595 10 1 1435438800
1206456 0 1 1435438800
655392 0 1 1435438800
655392 0 1 1438030800
935967 0 1 1438030800
1146876 0 1 1438030800
1147886 0 1 1438030800
1153819 0 1 1438030800
967152 0 1 1438030800
972012 0 1 1438030800
1049548 0 1 1438030800
1030472 0 1 1438030800
1033648 0 1 1438030800
1362386 0 1 1438030800
1275493 0 1 1438030800
1287033 0 1 1438030800
1214595 9 1 1438030800
1214595 10 1 1438030800
1206456 0 1 1438030800
1033648 0 1 1440709200
1030472 0 1 1440709200
1030472 21 1 1440709200
935967 0 1 1440709200
972012 0 1 1440709200
967152 0 1 1440709200
655392 0 1 1440709200
1287033 0 1 1440709200
1275493 0 1 1440709200
1362386 0 1 1440709200
1049548 0 1 1440709200
1206456 0 1 1440709200
1214595 9 1 1440709200
1214595 10 1 1440709200
1153819 0 1 1440709200
1147886 0 1 1440709200
1146876 0 1 1440709200
935967 0 1 1443387600
655392 0 1 1443387600
1275493 0 1 1443387600
1287033 0 1 1443387600
1206456 0 1 1443387600
1214595 9 1 1443387600
1214595 10 1 1443387600
1030472 0 1 1443387600
1049548 0 1 1443387600
1033648 0 1 1443387600
967152 0 1 1443387600
972012 0 1 1443387600
1147886 0 1 1443387600
1146876 0 1 1443387600
1153819 0 1 1443387600
1362386 0 1 1443387600
1214595 9 1 1445979600
1214595 10 1 1445979600
1206456 0 1 1445979600
1153819 0 1 1445979600
1147886 0 1 1445979600
1146876 0 1 1445979600
972012 0 1 1445979600
967152 0 1 1445979600
1049548 0 1 1445979600
1030472 0 1 1445979600
1033648 0 1 1445979600
1362386 0 1 1445979600
1275493 0 1 1445979600
1287033 0 1 1445979600
935967 0 1 1445979600
655392 0 1 1445979600
655392 0 1 1448658000
1206456 0 1 1448658000
1206456 21 1 1448658000
1214595 9 1 1448658000
1214595 10 1 1448658000
1275493 0 1 1448658000
1153819 0 1 1448658000
1146876 0 1 1448658000
1147886 0 1 1448658000
1362386 0 1 1448658000
1287033 0 1 1448658000
935967 0 1 1448658000
972012 0 1 1448658000
967152 0 1 1448658000
1049548 0 1 1448658000
1033648 0 1 1448658000
1030472 0 1 1448658000
1030472 21 1 1448658000
1033648 0 1 1451250000
1030472 0 1 1451250000
1049548 0 1 1451250000
972012 0 1 1451250000
967152 0 1 1451250000
935967 0 1 1451250000
1275493 0 1 1451250000
1214595 9 1 1451250000
1214595 10 1 1451250000
1287033 0 1 1451250000
1153819 0 1 1451250000
1147886 0 1 1451250000
1146876 0 1 1451250000
1206456 0 1 1451250000
1206456 21 1 1451250000
655392 0 1 1451250000
1362386 0 1 1451250000
1362386 21 1 1451250000
1287033 0 1 1453928400
1275493 0 1 1453928400
1362386 0 1 1453928400
1153819 0 1 1453928400
1147886 0 1 1453928400
1146876 0 1 1453928400
1206456 0 1 1453928400
1214595 9 1 1453928400
1214595 10 1 1453928400
935967 0 1 1453928400
655392 0 1 1453928400
967152 0 1 1453928400
972012 0 1 1453928400
1049548 0 1 1453928400
1033648 0 1 1453928400
1030472 0 1 1453928400
1362386 0 1 1456606800
1214595 9 1 1456606800
1214595 10 1 1456606800
1206456 0 1 1456606800
1206456 21 1 1456606800
1275493 0 1 1456606800
1287033 0 1 1456606800
655392 0 1 1456606800
1049548 0 1 1456606800
1030472 0 1 1456606800
1030472 21 1 1456606800
1033648 0 1 1456606800
1146876 0 1 1456606800
1147886 0 1 1456606800
1153819 0 1 1456606800
972012 0 1 1456606800
967152 0 1 1456606800
935967 0 1 1456606800
1287033 0 1 1459112400
1275493 0 1 1459112400
1362386 0 1 1459112400
935967 0 1 1459112400
655392 0 1 1459112400
1153819 0 1 1459112400
1147886 0 1 1459112400
1146876 0 1 1459112400
1214595 9 1 1459112400
1214595 10 1 1459112400
1206456 0 1 1459112400
1206456 21 1 1459112400
967152 0 1 1459112400
972012 0 1 1459112400
1030472 0 1 1459112400
1033648 0 1 1459112400
1049548 0 1 1459112400
655392 0 1 1461790800
1146876 0 1 1461790800
1147886 0 1 1461790800
1153819 0 1 1461790800
967152 0 1 1461790800
972012 0 1 1461790800
935967 0 1 1461790800
1030472 0 1 1461790800
1049548 0 1 1461790800
1033648 0 1 1461790800
1362386 0 1 1461790800
1206456 0 1 1461790800
1206456 21 1 1461790800
1214595 9 1 1461790800
1214595 10 1 1461790800
1287033 0 1 1461790800
1275493 0 1 1461790800
655392 0 1 1464382800
935967 0 1 1464382800
1362386 0 1 1464382800
1287033 0 1 1464382800
1275493 0 1 1464382800
1049548 0 1 1464382800
972012 0 1 1464382800
967152 0 1 1464382800
1030472 0 1 1464382800
1033648 0 1 1464382800
1214595 0 1 1464382800
1214595 9 1 1464382800
1214595 10 1 1464382800
1206456 0 1 1464382800
1146876 0 1 1464382800
1153819 0 1 1464382800
1147886 0 1 1464382800
1042609 0 1 1422392400
1065445 0 1 1422392400
1016313 0 1 1422392400
1016313 9 1 1422392400
1016313 10 1 1422392400
1036040 2 1 1422392400
1121407 2 1 1422392400
1121407 21 1 1422392400
1072424 2 1 1422392400
1072424 20 1 1422392400
926558 0 1 1422392400
926558 4 1 1422392400
953292 0 1 1422392400
923943 0 1 1422392400
1011911 0 1 1422392400
996656 0 1 1422392400
965896 0 1 1422392400
976396 0 1 1422392400
967094 0 1 1422392400
1298747 0 1 1422392400
1309071 0 1 1422392400
1304553 0 1 1422392400
1268450 0 1 1422392400
1268450 21 1 1422392400
1272432 0 1 1422392400
1276958 0 1 1422392400
1374200 0 1 1422392400
1374200 21 1 1422392400
1315567 0 1 1422392400
1314128 0 1 1422392400
1335291 0 1 1422392400
1335291 21 1 1422392400
1180485 0 1 1422392400
1135824 0 1 1422392400
1141156 0 1 1422392400
1141156 9 1 1422392400
1139514 0 1 1422392400
1139514 21 1 1422392400
1152134 0 1 1422392400
1219814 0 1 1422392400
1244806 0 1 1422392400
1244806 21 1 1422392400
1244879 2 1 1422392400
1244879 21 1 1422392400
1195111 0 1 1422392400
74811 0 1 1422392400
74811 15 1 1422392400
95863 0 1 1422392400
95863 10 1 1422392400
95863 11 1 1422392400
95863 15 1 1422392400
95863 21 1 1422392400
67591 0 1 1422392400
50235 0 1 1422392400
174789 9 1 1422392400
174789 10 1 1422392400
690976 0 1 1422392400
742895 0 1 1422392400
742895 5 1 1422392400
742895 9 1 1422392400
742895 10 1 1422392400
742895 15 1 1422392400
742895 17 1 1422392400
742895 21 1 1422392400
673197 0 1 1422392400
826208 0 1 1422392400
857094 0 1 1422392400
857094 6 1 1422392400
747790 0 1 1422392400
466505 0 1 1422392400
466505 5 1 1422392400
489048 5 1 1422392400
489048 15 1 1422392400
617375 0 1 1422392400
617375 5 1 1422392400
601505 0 1 1422392400
603581 0 1 1422392400
512318 0 1 1422392400
512318 5 1 1422392400
549346 5 1 1422392400
541543 0 1 1422392400
541543 5 1 1422392400
549346 5 1 1425070800
541543 0 1 1425070800
541543 5 1 1425070800
512318 0 1 1425070800
512318 5 1 1425070800
601505 0 1 1425070800
603581 0 1 1425070800
617375 0 1 1425070800
617375 5 1 1425070800
489048 5 1 1425070800
489048 15 1 1425070800
466505 0 1 1425070800
466505 5 1 1425070800
857094 0 1 1425070800
857094 6 1 1425070800
826208 0 1 1425070800
673197 0 1 1425070800
747790 0 1 1425070800
742895 0 1 1425070800
742895 5 1 1425070800
742895 9 1 1425070800
742895 10 1 1425070800
742895 15 1 1425070800
742895 16 1 1425070800
742895 17 1 1425070800
742895 21 1 1425070800
690976 0 1 1425070800
174789 10 1 1425070800
50235 0 1 1425070800
67591 0 1 1425070800
95863 0 1 1425070800
95863 10 1 1425070800
95863 11 1 1425070800
95863 15 1 1425070800
95863 21 1 1425070800
74811 0 1 1425070800
74811 15 1 1425070800
1219814 0 1 1425070800
1195111 0 1 1425070800
1244806 0 1 1425070800
1244806 21 1 1425070800
1244879 2 1 1425070800
1244879 21 1 1425070800
1141156 0 1 1425070800
1141156 9 1 1425070800
1152134 0 1 1425070800
1180485 0 1 1425070800
1335291 0 1 1425070800
1335291 21 1 1425070800
1374200 0 1 1425070800
1374200 21 1 1425070800
1276958 0 1 1425070800
1268450 0 1 1425070800
1268450 21 1 1425070800
1272432 0 1 1425070800
1309071 0 1 1425070800
1304553 0 1 1425070800
1314128 0 1 1425070800
1314128 21 1 1425070800
1315567 0 1 1425070800
1298747 0 1 1425070800
976396 0 1 1425070800
965896 0 1 1425070800
967094 0 1 1425070800
1016313 0 1 1425070800
1016313 9 1 1425070800
1016313 10 1 1425070800
1011911 0 1 1425070800
996656 0 1 1425070800
923943 0 1 1425070800
926558 0 1 1425070800
926558 4 1 1425070800
926558 16 1 1425070800
953292 0 1 1425070800
1121407 2 1 1425070800
1121407 21 1 1425070800
1135824 0 1 1425070800
1139514 0 1 1425070800
1139514 21 1 1425070800
1036040 2 1 1425070800
1042609 0 1 1425070800
1065445 0 1 1425070800
1072424 2 1 1425070800
1072424 21 1 1425070800
549346 5 1 1427490000
541543 0 1 1427490000
541543 5 1 1427490000
617375 0 1 1427490000
617375 5 1 1427490000
603581 0 1 1427490000
601505 0 1 1427490000
466505 0 1 1427490000
466505 5 1 1427490000
512318 0 1 1427490000
512318 5 1 1427490000
489048 5 1 1427490000
489048 15 1 1427490000
826208 0 1 1427490000
857094 0 1 1427490000
857094 6 1 1427490000
673197 0 1 1427490000
690976 0 1 1427490000
742895 0 1 1427490000
742895 5 1 1427490000
742895 9 1 1427490000
742895 10 1 1427490000
742895 15 1 1427490000
742895 16 1 1427490000
742895 17 1 1427490000
742895 21 1 1427490000
747790 0 1 1427490000
174789 10 1 1427490000
67591 0 1 1427490000
74811 0 1 1427490000
74811 15 1 1427490000
50235 0 1 1427490000
95863 0 1 1427490000
95863 10 1 1427490000
95863 11 1 1427490000
95863 15 1 1427490000
95863 21 1 1427490000
1219814 0 1 1427490000
1268450 0 1 1427490000
1268450 21 1 1427490000
1244879 2 1 1427490000
1244879 19 1 1427490000
1244879 20 1 1427490000
1244879 21 1 1427490000
1244806 0 1 1427490000
1244806 21 1 1427490000
1152134 0 1 1427490000
1195111 0 1 1427490000
1180485 0 1 1427490000
1335291 0 1 1427490000
1335291 21 1 1427490000
1374200 0 1 1427490000
1374200 21 1 1427490000
1298747 0 1 1427490000
1276958 0 1 1427490000
1272432 0 1 1427490000
1314128 0 1 1427490000
1314128 21 1 1427490000
1315567 0 1 1427490000
1304553 0 1 1427490000
1309071 0 1 1427490000
967094 0 1 1427490000
965896 0 1 1427490000
976396 0 1 1427490000
1016313 0 1 1427490000
1016313 9 1 1427490000
1016313 10 1 1427490000
1011911 0 1 1427490000
996656 0 1 1427490000
926558 0 1 1427490000
926558 4 1 1427490000
926558 16 1 1427490000
923943 0 1 1427490000
953292 0 1 1427490000
1139514 0 1 1427490000
1139514 21 1 1427490000
1135824 0 1 1427490000
1135824 21 1 1427490000
1141156 0 1 1427490000
1141156 9 1 1427490000
1121407 2 1 1427490000
1121407 21 1 1427490000
1042609 0 1 1427490000
1036040 2 1 1427490000
1072424 2 1 1427490000
1065445 0 1 1427490000
549346 5 1 1430168400
541543 0 1 1430168400
541543 5 1 1430168400
512318 0 1 1430168400
512318 5 1 1430168400
601505 0 1 1430168400
603581 0 1 1430168400
617375 0 1 1430168400
617375 5 1 1430168400
489048 5 1 1430168400
489048 15 1 1430168400
466505 0 1 1430168400
466505 5 1 1430168400
857094 0 1 1430168400
857094 6 1 1430168400
826208 0 1 1430168400
673197 0 1 1430168400
747790 0 1 1430168400
742895 0 1 1430168400
742895 5 1 1430168400
742895 9 1 1430168400
742895 10 1 1430168400
742895 15 1 1430168400
742895 17 1 1430168400
